operon,number,start,end,gene,strand,direction,strain,CDS_identifier,hamburger_CDS_identifier
NC_020211_i3,5,6063,7130,Non-model,forward,1,NC_020211_i3,HFHKGCFP_00005,NC_020211_i3_5
NC_020211_i3,6,7161,7796,Non-model,forward,1,NC_020211_i3,HFHKGCFP_00006,NC_020211_i3_6
NC_020211_i3,7,7812,8204,Non-model,forward,1,NC_020211_i3,HFHKGCFP_00007,NC_020211_i3_7
NC_020211_i3,8,8253,8753,Non-model,forward,1,NC_020211_i3,HFHKGCFP_00008,NC_020211_i3_8
NC_020211_i3,9,8783,9313,TssJ,forward,1,NC_020211_i3,HFHKGCFP_00009,NC_020211_i3_9
NC_020211_i3,10,9354,10700,TssK,forward,1,NC_020211_i3,HFHKGCFP_00010,NC_020211_i3_10
NC_020211_i3,11,10722,11924,TssL,forward,1,NC_020211_i3,HFHKGCFP_00011,NC_020211_i3_11
NC_020211_i3,12,11924,15559,TssM,forward,1,NC_020211_i3,HFHKGCFP_00012,NC_020211_i3_12
NC_020211_i3,13,15578,16297,Non-model,forward,1,NC_020211_i3,HFHKGCFP_00013,NC_020211_i3_13
NC_020211_i3,14,16321,17352,TssA,forward,1,NC_020211_i3,HFHKGCFP_00014,NC_020211_i3_14
NC_020211_i3,15,17475,18011,TssB,forward,1,NC_020211_i3,HFHKGCFP_00015,NC_020211_i3_15
NC_020211_i3,16,18015,19520,TssC,forward,1,NC_020211_i3,HFHKGCFP_00016,NC_020211_i3_16
NC_020211_i3,17,19825,20307,TssD,forward,1,NC_020211_i3,HFHKGCFP_00017,NC_020211_i3_17
NC_020211_i3,18,20378,21205,Non-model,forward,1,NC_020211_i3,HFHKGCFP_00018,NC_020211_i3_18
NC_020211_i3,19,21219,22013,Non-model,forward,1,NC_020211_i3,HFHKGCFP_00019,NC_020211_i3_19
NC_020211_i3,20,21991,22365,Non-model,forward,1,NC_020211_i3,HFHKGCFP_00020,NC_020211_i3_20
NC_020211_i3,21,22428,23189,Non-model,forward,1,NC_020211_i3,HFHKGCFP_00021,NC_020211_i3_21
NC_020211_i3,22,23186,23548,Non-model,forward,1,NC_020211_i3,HFHKGCFP_00022,NC_020211_i3_22
NC_020211_i3,23,23719,25452,Non-model,forward,1,NC_020211_i3,HFHKGCFP_00023,NC_020211_i3_23
NC_020211_i3,24,25452,26225,Non-model,forward,1,NC_020211_i3,HFHKGCFP_00024,NC_020211_i3_24
NC_020211_i3,25,26254,27240,Non-model,forward,1,NC_020211_i3,HFHKGCFP_00025,NC_020211_i3_25
NC_020211_i3,26,27256,28077,Non-model,forward,1,NC_020211_i3,HFHKGCFP_00026,NC_020211_i3_26
NC_020211_i3,27,28080,28655,TssE,forward,1,NC_020211_i3,HFHKGCFP_00027,NC_020211_i3_27
NC_020211_i3,28,28660,30546,TssF,forward,1,NC_020211_i3,HFHKGCFP_00028,NC_020211_i3_28
NC_020211_i3,29,30543,31613,TssG,forward,1,NC_020211_i3,HFHKGCFP_00029,NC_020211_i3_29
NC_020211_i3,30,31670,34327,TssH,forward,1,NC_020211_i3,HFHKGCFP_00030,NC_020211_i3_30
NC_020211_i3,31,34377,35822,Non-model,forward,1,NC_020211_i3,HFHKGCFP_00031,NC_020211_i3_31
NC_020211_i3,32,35964,37892,TssI,forward,1,NC_020211_i3,HFHKGCFP_00032,NC_020211_i3_32
NC_022000_i1,1,1,474,TssD,reverse,-1,NC_022000_i1,INKLPJIP_00001,NC_022000_i1_1
NC_022000_i1,2,565,2301,TssF,reverse,-1,NC_022000_i1,INKLPJIP_00002,NC_022000_i1_2
NC_022000_i1,3,2294,3649,TssA,reverse,-1,NC_022000_i1,INKLPJIP_00003,NC_022000_i1_3
NC_022000_i1,4,3687,7235,TssM,reverse,-1,NC_022000_i1,INKLPJIP_00004,NC_022000_i1_4
NC_022000_i1,5,7238,8719,TssA,reverse,-1,NC_022000_i1,INKLPJIP_00005,NC_022000_i1_5
NC_022000_i1,6,8707,9270,Non-model,reverse,-1,NC_022000_i1,INKLPJIP_00006,NC_022000_i1_6
NC_022000_i1,7,9359,10147,Non-model,reverse,-1,NC_022000_i1,INKLPJIP_00007,NC_022000_i1_7
NC_022000_i1,8,10151,12862,TssH,reverse,-1,NC_022000_i1,INKLPJIP_00008,NC_022000_i1_8
NC_022000_i1,9,12871,13626,TssL,reverse,-1,NC_022000_i1,INKLPJIP_00009,NC_022000_i1_9
NC_022000_i1,10,13619,14977,TssK,reverse,-1,NC_022000_i1,INKLPJIP_00010,NC_022000_i1_10
NC_022000_i1,11,14979,15530,TssJ,reverse,-1,NC_022000_i1,INKLPJIP_00011,NC_022000_i1_11
NC_022000_i1,12,15532,16830,Non-model,reverse,-1,NC_022000_i1,INKLPJIP_00012,NC_022000_i1_12
NC_022000_i1,13,16805,17842,TssG,reverse,-1,NC_022000_i1,INKLPJIP_00013,NC_022000_i1_13
NC_022000_i1,14,17806,19581,TssF,reverse,-1,NC_022000_i1,INKLPJIP_00014,NC_022000_i1_14
NC_022000_i1,15,19589,20020,TssE,reverse,-1,NC_022000_i1,INKLPJIP_00015,NC_022000_i1_15
NC_022000_i1,16,20026,21525,TssC,reverse,-1,NC_022000_i1,INKLPJIP_00016,NC_022000_i1_16
NC_022000_i1,17,21525,22025,TssB,reverse,-1,NC_022000_i1,INKLPJIP_00017,NC_022000_i1_17
NC_022000_i1,18,22115,22240,Non-model,forward,1,NC_022000_i1,INKLPJIP_00018,NC_022000_i1_18
NC_022000_i1,19,23299,23451,Non-model,reverse,-1,NC_022000_i1,INKLPJIP_00019,NC_022000_i1_19
NC_022000_i1,20,23922,24440,TssD,forward,1,NC_022000_i1,INKLPJIP_00020,NC_022000_i1_20
NC_022000_i1,21,24524,26716,TssI,forward,1,NC_022000_i1,INKLPJIP_00021,NC_022000_i1_21
NZ_AAKJ02000013_i1,1,240,1502,TssA,reverse,-1,NZ_AAKJ02000013_i1,PKGDHIOJ_00003,NZ_AAKJ02000013_i1_3
NZ_AAKJ02000013_i1,2,1553,5098,TssM,reverse,-1,NZ_AAKJ02000013_i1,PKGDHIOJ_00004,NZ_AAKJ02000013_i1_4
NZ_AAKJ02000013_i1,3,5114,6523,TssA,reverse,-1,NZ_AAKJ02000013_i1,PKGDHIOJ_00005,NZ_AAKJ02000013_i1_5
NZ_AAKJ02000013_i1,4,6533,7189,Non-model,reverse,-1,NZ_AAKJ02000013_i1,PKGDHIOJ_00006,NZ_AAKJ02000013_i1_6
NZ_AAKJ02000013_i1,5,7186,8778,Non-model,reverse,-1,NZ_AAKJ02000013_i1,PKGDHIOJ_00007,NZ_AAKJ02000013_i1_7
NZ_AAKJ02000013_i1,6,8781,11390,TssH,reverse,-1,NZ_AAKJ02000013_i1,PKGDHIOJ_00008,NZ_AAKJ02000013_i1_8
NZ_AAKJ02000013_i1,7,11416,12189,TssL,reverse,-1,NZ_AAKJ02000013_i1,PKGDHIOJ_00009,NZ_AAKJ02000013_i1_9
NZ_AAKJ02000013_i1,8,12272,13528,TssK,reverse,-1,NZ_AAKJ02000013_i1,PKGDHIOJ_00010,NZ_AAKJ02000013_i1_10
NZ_AAKJ02000013_i1,9,13535,14011,TssJ,reverse,-1,NZ_AAKJ02000013_i1,PKGDHIOJ_00011,NZ_AAKJ02000013_i1_11
NZ_AAKJ02000013_i1,10,14014,15501,Non-model,reverse,-1,NZ_AAKJ02000013_i1,PKGDHIOJ_00012,NZ_AAKJ02000013_i1_12
NZ_AAKJ02000013_i1,11,15504,16520,TssG,reverse,-1,NZ_AAKJ02000013_i1,PKGDHIOJ_00013,NZ_AAKJ02000013_i1_13
NZ_AAKJ02000013_i1,12,16484,18253,TssF,reverse,-1,NZ_AAKJ02000013_i1,PKGDHIOJ_00014,NZ_AAKJ02000013_i1_14
NZ_AAKJ02000013_i1,13,18259,18696,TssE,reverse,-1,NZ_AAKJ02000013_i1,PKGDHIOJ_00015,NZ_AAKJ02000013_i1_15
NZ_AAKJ02000013_i1,14,18699,20177,TssC,reverse,-1,NZ_AAKJ02000013_i1,PKGDHIOJ_00016,NZ_AAKJ02000013_i1_16
NZ_AAKJ02000013_i1,15,20218,20724,TssB,reverse,-1,NZ_AAKJ02000013_i1,PKGDHIOJ_00017,NZ_AAKJ02000013_i1_17
SM39,1,1,1071,TssL,reverse,-1,SM39,SM39_02416,SM39_2335
SM39,2,1068,1958,Non-model,reverse,-1,SM39,SM39_02417,SM39_2336
SM39,3,2103,2684,Non-model,reverse,-1,SM39,SM39_02418,SM39_2337
SM39,4,2687,3037,Non-model,reverse,-1,SM39,SM39_02419,SM39_2338
SM39,5,4381,4596,Non-model,forward,1,SM39,SM39_02420,SM39_2339
SM39,6,4794,5213,Non-model,forward,1,SM39,SM39_02421,SM39_2340
SM39,7,5299,6333,Non-model,forward,1,SM39,SM39_02422,SM39_2341
SM39,8,7160,9499,TssI,forward,1,SM39,SM39_02423,SM39_2342
SM39,9,9510,9899,Non-model,forward,1,SM39,SM39_02424,SM39_2343
SM39,10,10001,10501,Non-model,forward,1,SM39,SM39_02425,SM39_2344
SM39,11,10672,13224,Non-model,forward,1,SM39,SM39_02426,SM39_2345
SM39,12,13221,14288,Non-model,forward,1,SM39,SM39_02427,SM39_2346
SM39,13,14319,14954,Non-model,forward,1,SM39,SM39_02428,SM39_2347
SM39,14,14971,15363,Non-model,forward,1,SM39,SM39_02429,SM39_2348
SM39,15,15363,15908,Non-model,forward,1,SM39,SM39_02430,SM39_2349
SM39,16,15938,16468,TssJ,forward,1,SM39,SM39_02431,SM39_2350
SM39,17,16509,17855,TssK,forward,1,SM39,SM39_02432,SM39_2351
SM39,18,17877,19079,TssL,forward,1,SM39,SM39_02433,SM39_2352
SM39,19,19079,22714,TssM,forward,1,SM39,SM39_02434,SM39_2353
SM39,20,22733,23452,Non-model,forward,1,SM39,SM39_02435,SM39_2354
SM39,21,23476,24507,TssA,forward,1,SM39,SM39_02436,SM39_2355
SM39,22,24629,25165,TssB,forward,1,SM39,SM39_02437,SM39_2356
SM39,23,25169,26674,TssC,forward,1,SM39,SM39_02438,SM39_2357
SM39,24,26742,27125,Non-model,forward,1,SM39,SM39_02439,SM39_2358
SM39,25,27122,27613,Non-model,forward,1,SM39,SM39_02440,SM39_2359
SM39,26,27912,28394,TssD,forward,1,SM39,SM39_02441,SM39_2360
SM39,27,29406,29768,Non-model,forward,1,SM39,SM39_02442,SM39_2361
SM39,28,29814,30176,Non-model,forward,1,SM39,SM39_02443,SM39_2362
SM39,29,30410,32152,Non-model,forward,1,SM39,SM39_02444,SM39_2363
SM39,30,32152,32925,Non-model,forward,1,SM39,SM39_02445,SM39_2364
SM39,31,32954,33940,Non-model,forward,1,SM39,SM39_02446,SM39_2365
SM39,32,33956,34777,Non-model,forward,1,SM39,SM39_02447,SM39_2366
SM39,33,34780,35355,TssE,forward,1,SM39,SM39_02448,SM39_2367
SM39,34,35360,37246,TssF,forward,1,SM39,SM39_02449,SM39_2368
SM39,35,37243,38313,TssG,forward,1,SM39,SM39_02450,SM39_2369
SM39,36,38370,41024,TssH,forward,1,SM39,SM39_02451,SM39_2370
SM39,37,41074,42519,Non-model,forward,1,SM39,SM39_02452,SM39_2371
SM39,38,42661,44589,TssI,forward,1,SM39,SM39_02453,SM39_2372
